,topicID,tweetID,label,full_text_ar,full_text_en,preprocessed_text_no_stemming,preprocessed_text_with_stemming
79,CT20-AR-05,1221745473301766150,1,"النائب ميشال عون يدعو الشعب للنزول إلى الطرقات وتسكير مدخل #مجلس_النواب اعتراضاً على #الفساد والفشل وعدم تأمين الكهرباء

الرئيس #ميشال_عون يأمر القوى الأمنية بفتح الطرقات بالقوة وإصابات بين الثوار

أمام مشهد العنف المتكرر
لقد أصبحت شرعيّته تساوي شرعية الأسد في سوريا
#لبنان_ينتفض","MP Michel Aoun calls for people to take to the roads and the entrance Tseker # # Cil_alnwab objection to corruption, failure and lack of electricity insurance

President # Michal_on ordered security forces to open the roads by force and casualties among the rebels

In front of the scene of repeated violence
Legitimacy has become equal to the legitimacy of Assad in Syria
# Of Banan_antvd",mp michel aoun calls people take roads entrance tseker objection corruption failure lack electricity insurance president ordered security forces open roads force casualties among rebels front scene repeated violence legitimacy become equal legitimacy assad syria,mp michel aoun calls people take roads entrance tseker objection corruption failure lack electricity insurance president ordered security forces open roads force casualties among rebels front scene repeated violence legitimacy become equal legitimacy assad syria
80,CT20-AR-05,1221745548992098305,0,"شكراً @SalimSaadeh اليوم أثبتت للعالم لماذا يحاول الحليف والخصم إقصائنا من العمل السياسي والقومي.
#نائب_بحجم_أمة
#سليم_سعادة https://t.co/9ebwVAtZpK","Thank @SalimSaadeh today proved to the world why the opponent is trying to ally and Aqsaina of political and national action.
# Naib_bhjm_omh
# Slam_.e.h https://t.co/9ebwVAtZpK",thank salimsaadeh today proved world opponent trying ally aqsaina political national action,thank salimsaadeh today proved world opponent trying ally aqsaina political national action
81,CT20-AR-05,1221746421155737601,0,هادي كرخانة حبيش عم يحكي هلق. الله على نعمة ال mute  بدو يخبرنا كيف بيشتغلوا عندن بهل معمل وحكي حرير بحرير بلاها  #مجلس_النواب بديش اعرف كيف بكرخن ,Hadi Krkhanh Hbeich uncle tells they're. God's blessing on the mute Bedouin tells us how Beshetglua Andn plant and narrated with whether silk Bharir Blaha # Cil_alnwab Bdih know how Bakrkhan,hadi krkhanh hbeich uncle tells god blessing mute bedouin tells us beshetglua andn plant narrated whether silk bharir blaha bdih know bakrkhan,hadi krkhanh hbeich uncle tells god blessing mute bedouin tells us beshetglua andn plant narrated whether silk bharir blaha bdih know bakrkhan
82,CT20-AR-05,1221746798294978563,0,"الى النائب الصديق سليم عون
زحلة كلها بتعرف اداميتك ولانك هيك ماقبلت ولا بتقبل حدا يتهمك بأنك حرامي
كل تحياتي قلك
#مجلس_النواب https://t.co/HFDOFUm943","To MP Salim Aoun friend
Zahle all Ptaraf Adamatk and you heck Maqublt not to accept an end to accuse you thief
Greetings all Qlk
# Cil_alnwab https://t.co/HFDOFUm943",mp salim aoun friend zahle ptaraf adamatk heck maqublt accept end accuse thief greetings qlk,mp salim aoun friend zahle ptaraf adamatk heck maqublt accept end accuse thief greetings qlk
83,CT20-AR-05,1221746844797210624,0,"النائب سليم سعادة, لن نقول ""ضيعانك بهالبلد"" ولكن بكل ثقة نقول: لن يكون هناك قيامة للبنان الا عندما تصبح كلمة امثالك حصرا, مسموعة, بدلا من كلمة التافهين وزعماء العصابات

#لبنان_ينتفض
#مجلس_النواب
#سليم_سعادة","MP Salim happiness, we will not say ""Dienk Bhalbld"" but confidently say there will be a resurrection of Lebanon only when the word exclusively become like you, heard, instead of the word petty and gang leaders

# Of Banan_antvd
#Parliament
# Slam_.e.h",mp salim happiness say dienk bhalbld confidently say resurrection lebanon word exclusively become like heard instead word petty gang leaders parliament,mp salim happiness say dienk bhalbld confidently say resurrection lebanon word exclusively become like heard instead word petty gang leaders parliament
84,CT20-AR-05,1221746854888706049,0,"اسامة سعد الف تحية لضميرك الوطني والواعي دائماً
#لبنان_ينتفض","Osama Saad thousand greetings National always conscious of your conscience
# Of Banan_antvd",osama saad thousand greetings national always conscious conscience,osama saad thousand greetings national always conscious conscience
85,CT20-AR-05,1221748360429953024,0,"هادي حبيش لو ببلد محترم كان حالياً بالحبس لتعديه على القضاء بس عنا موجود عمنبر بمجلس النواب ليحاضر بالثقة والدولة والقوانين 
#لبنان_ينتفض عالبلطجة","Hadi Hobeish if a respectable country was currently in prison for his transgression to eliminate us is Bs Amenbr House of Representatives to lecture confidence and state laws
# Of Banan_antvd Aalbultjh",hadi hobeish respectable country currently prison transgression eliminate us bs amenbr house representatives lecture confidence state laws aalbultjh,hadi hobeish respectable country currently prison transgression eliminate us bs amenbr house representatives lecture confidence state laws aalbultjh
86,CT20-AR-05,1221749062929612802,0,"كم هو مهين هذا الفراغ وجلسة الذل هذه لمن يُسمى رئيس حكومة ! 
#لبنان_ينتفض https://t.co/8NQavilHSE","How much is insulting this void and hearing this humiliation to those who called the President of the Government!
# Of Banan_antvd https://t.co/8NQavilHSE",much insulting void hearing humiliation called president government,much insulting void hearing humiliation called president government
87,CT20-AR-05,1221749124187422721,0,نبيه بري للنواب، لأسباب أمنية، اذا خرجنا من الصعب العودة #لبنان_ينتفض  https://t.co/voEI4jmskO,"Nabih Berri, the deputies, for security reasons, if we went out hard to go back to # Banan_antvd https://t.co/voEI4jmskO",nabih berri deputies security reasons went hard go back,nabih berri deputies security reasons went hard go back
88,CT20-AR-05,1221751279686496257,0,"لو في رجل دولة ومؤسسات واحد من سنة الـ٩٠ لهلق، ما كنا وصلنا لهالمرحلة، فبلا هالمسرحية بمجلس النواب.
#١٢٨_حرامي #لبنان_ينتفض","If a man in the state and the institutions of one of the year to 90 they're, what we got to Halmrahlh, the House of Representatives Fbla Halmsarhah.
# # 128_hrama to Banan_antvd",man state institutions one year got halmrahlh house representatives fbla halmsarhah,man state institutions one year got halmrahlh house representatives fbla halmsarhah
89,CT20-AR-05,1221755343589597185,0,"كانت حريصة كتلة تيار المستقبل على تأمين النصاب القانوني للجلسة النيابية! 
تيار المستقبل اللاعب الاحتياطي الدائم لهذه المنظومة...
#لبنان_ينتفض","The Future Movement bloc is keen to secure a quorum for the parliamentary session!
Future Movement's Permanent Reserve this system ...
# Of Banan_antvd",future movement bloc keen secure quorum parliamentary session future movement permanent reserve system,future movement bloc keen secure quorum parliamentary session future movement permanent reserve system
90,CT20-AR-05,1221755501567971329,1,"ورد للتو | الصليب الأحمر اللبناني: 27 مصاباً جراء اشتباكات بين قوات الأمن ومحتجين في محيط #البرلمان_اللبناني.
#مباشر #لبنان_ينتفض","Word just | Lebanese Red Cross: 27 injured as a result of clashes between security forces and protesters in the vicinity # Alberlman_albannana.
# # Direct to Banan_antvd",word lebanese red cross injured result clashes security forces protesters vicinity direct,word lebanese red cross injured result clashes security forces protesters vicinity direct
91,CT20-AR-05,1221756199063785472,0,"في البلاد المتقدمه تنصر المرأه و يشرع لها قوانين تحميها من الظلم و تحافظ علي حقوقها
أما في #قطر اصبح الوضع مختلف تماماً
#لا_لانتهاك_حقوق_المرأه_القطريه
#لبنان_ينتفض https://t.co/iOraoeyspm","In the country developed Christianization woman and her prescribed laws protect them from injustice and preserve their rights
In the # Qatar has become a completely different situation
# Of A_lanthak_hakouk_almroh_alqatrih
# Of Banan_antvd https://t.co/iOraoeyspm",country developed christianization woman prescribed laws protect injustice preserve rights qatar become completely different situation,country developed christianization woman prescribed laws protect injustice preserve rights qatar become completely different situation
92,CT20-AR-05,1221756648601026560,0,"حماية الفاسدين من بعض السياسيين مستمرة 
 #هادي_حبيش مكانه بالحبس بس متل ما شفنا بعدو نائب عن الأمة وعم بحاضر  رغم 
اهانته المذلة للقضاء....
#فالج_ما_تعالج 
#مجلس_النواب","Protect corrupt politicians from some ongoing
 # Hadi_habayh place of imprisonment base metals as Vena enemy deputy for the nation's uncle, despite Bhadhar
Humiliating for insulting him to spend ....
# Valj_ma_taalj
#Parliament",protect corrupt politicians ongoing place imprisonment base metals vena enemy deputy nation uncle despite bhadhar humiliating insulting spend parliament,protect corrupt politicians ongoing place imprisonment base metals vena enemy deputy nation uncle despite bhadhar humiliating insulting spend parliament
93,CT20-AR-05,1221757018412810241,0,"الرئيس الحريري كان واضح، نحنا معارضين لا معطلين. نحنا مش ناطرين يتعطّل البلد كرمال يرجع الرئيس عالحكومة.الرئيس منسجم بقراره بالمعارضة،والمعارضة تدار بهالطريقة،مش بالتعطيل.

للمقارنة:
معارضة= مظاهرات الايام الاولى من ""الثورة""
تعطيل= ليالي التخريب والزعرنة
#مجلس_النواب
#لبنان_ينتفض","Hariri was clear, Nehna opponents do not idle. Nehna mesh Naatrin hang the country Karmal President Aaovernmh.alrias is consistent with the opposition because of his decision, and the opposition managed Bhaltrivh Mesh, deactivating.

For comparison:
= Opposition demonstrations, the first days of the ""revolution""
Disable = s vandalism and hooliganism
#Parliament
# Of Banan_antvd",hariri clear nehna opponents idle nehna mesh naatrin hang country karmal president aaovernmh alrias consistent opposition decision opposition managed bhaltrivh mesh deactivating comparison opposition demonstrations first days revolution disable vandalism hooliganism parliament,hariri clear nehna opponents idle nehna mesh naatrin hang country karmal president aaovernmh alrias consistent opposition decision opposition managed bhaltrivh mesh deactivating comparison opposition demonstrations first days revolution disable vandalism hooliganism parliament
94,CT20-AR-05,1221757356847091713,0,"نحن امام نظام ديكتاتوري وقمعي، فاقد للشرعية الشعبية والدستورية ويجب التعامل معه على هذا الاساس.
الديمقراطية في #لبنان دُفِنت منذ زمن.
باتت تحكمنا ديكتاتورية تكتلات نيابية طائفية متواطئة، يترأسها نادي من الميليشياويين والفاسدين.
#مجلس_النواب
#لبنان_ينتفض","We are in front of a dictatorial and repressive regime, lost popular legitimacy and constitutional and must be dealt with on this basis.
Democracy in Lebanon # buried long ago.
Now govern us dictatorship blocs parliamentary sectarian complicit, headed by club Almilisheaoyen and corrupt.
#Parliament
# Of Banan_antvd",front dictatorial repressive regime lost popular legitimacy constitutional must dealt basis democracy lebanon buried long ago govern us dictatorship blocs parliamentary sectarian complicit headed club almilisheaoyen corrupt parliament,front dictatorial repressive regime lost popular legitimacy constitutional must dealt basis democracy lebanon buried long ago govern us dictatorship blocs parliamentary sectarian complicit headed club almilisheaoyen corrupt parliament
95,CT20-AR-05,1221758008264470528,0,"ذكّرني النائب سليم عون بايام المدرسة بس كنّا نردّ ب ""يرجع الكلام الى صاحبه"" 

شو هل الكومباك العظيمة سليموووو
#لبنان_ينتفض https://t.co/elOtBdpETI","MP Salim Aoun reminded me of school days later we respond to Bs ""is due to speak to the owner""

Shaw Is Great Alcolmbak Salimoowo
# Of Banan_antvd https://t.co/elOtBdpETI",mp salim aoun reminded school days later respond bs due speak owner shaw great alcolmbak salimoowo,mp salim aoun reminded school days later respond bs due speak owner shaw great alcolmbak salimoowo
96,CT20-AR-05,1221758065260879873,0,"النائب القومي #سليم_سعادة مهما اختلفت معه إن كان في خطه الحزبي ام السياسي لا تستطيع الإنكار انه الأفضل كنائب قدير ومتخصص في الملف المالي ووضع الأمور في نصابها 
#مجلس_النواب No money no honey  https://t.co/3NVHnUzJPn","National MP # Slam_.e.h no matter how different with him if he was in a plan or political party can not afford denial that he is best as deputy Kadeer and specializes in financial file and put things in perspective
# Cil_alnwab No money no honey https://t.co/3NVHnUzJPn",national mp matter different plan political party afford denial best deputy kadeer specializes financial file put things perspective money honey,national mp matter different plan political party afford denial best deputy kadeer specializes financial file put things perspective money honey
97,CT20-AR-05,1221758806050258944,1,"قطع البثّ المباشر من داخل البرلمان: النوّاب يعتمدون التصويت السرّي على الموازنة.
#لصوص_الليل
#مجلس_النواب","Cut off the live broadcast from inside parliament: MPs rely secret vote on the budget.
# Of Sos_allil
#Parliament",cut live broadcast inside parliament mps rely secret vote budget parliament,cut live broadcast inside parliament mps rely secret vote budget parliament
98,CT20-AR-05,1221758947482329088,0,"""كان في حكومة راكبة عا سيدر، وسيدر راكب عالموازنة، والموازنة راكبة عالخزينة، الخزينة راكبة عا مصرف لبنان، مصرف لبنان راكب عالمصارف، المصارف راكبة عالمودع، والمودع راكب عا وهم إنو كلو تمام""
#سليم_سعادة 
#هيا_نركب","""I was in the government of passenger Amos Cedar, Cedar and passengers Aalmoisnh, and budget passenger Aalkhozanh, Treasury passenger Amos Bank of Lebanon, the Bank of Lebanon passengers Aalmassarv, banks and passenger Amoda, the depositor passenger Amos They Innu Chloe fully""
# Slam_.e.h
# Hia_nrkp",government passenger amos cedar cedar passengers aalmoisnh budget passenger aalkhozanh treasury passenger amos bank lebanon bank lebanon passengers aalmassarv banks passenger amoda depositor passenger amos innu chloe fully,government passenger amos cedar cedar passengers aalmoisnh budget passenger aalkhozanh treasury passenger amos bank lebanon bank lebanon passengers aalmassarv banks passenger amoda depositor passenger amos innu chloe fully
99,CT20-AR-05,1221759123601199104,0,"رسالتي الى سعادة وزير الداخلية العميد محمد فهمي المحترم تحية وبعد 
سيدنا الكريم ارجو منك النظر بعين الرحمة الى بعض الامور هل يعقل ان سيارة ثمنها ٤٠٠٠$ 
تسعيرتها للتسجيل ٢٠ مليون ليرة يعني تكلفة تسجيلها مليون واربع مئة الف ليرة. ولك فائق الاحترام والتقدير #الموازنة
#مجلس_النواب","My message to His Excellency the Minister of Interior Brigadier General Mohammad Fahmi Esquire After greeting
Holy Prophet I hope you look into mercy to some things Is it possible that the car price $ 4000
Tsairtha recording 20 million pounds means the cost of recording a million and four hundred thousand pounds. You Sincerely # Budget
#Parliament",message excellency minister interior brigadier general mohammad fahmi esquire greeting holy prophet hope look mercy things possible car price tsairtha recording million pounds means cost recording million four hundred thousand pounds sincerely budget parliament,message excellency minister interior brigadier general mohammad fahmi esquire greeting holy prophet hope look mercy things possible car price tsairtha recording million pounds means cost recording million four hundred thousand pounds sincerely budget parliament
100,CT20-AR-05,1221759204408614912,0,"جلسة تهريب الموازنة بمشاركة تكتلات نيابية تدّعي انها معارضة.
#لبنان_ينتفض #مجلس_النواب","Budget smuggling session with the participation of parliamentary blocs claiming to be the opposition.
# # Cil_alnwab to Banan_antvd",budget smuggling session participation parliamentary blocs claiming opposition,budget smuggling session participation parliamentary blocs claiming opposition
101,CT20-AR-05,1221759424802500608,0,تبني حسان دياب الموازنة يفضح كذبه بأنه مستقل  #مجلس_النواب,Hassan Diab to adopt the budget exposes the lie as an independent # Cil_alnwab,hassan diab adopt budget exposes lie independent,hassan diab adopt budget exposes lie independent
102,CT20-AR-05,1221759635427938311,1,"اعتقد ان جلسة مجلس النواب ستكون من الجلسات التاريخية، اذ لم يحصل ان جرى تمرير موازنة عامة بالشكل الذي يحصل الآن. تم تخفيض عدد طالبي الكلام الى 5 نواب فقط، وقرر نبيه بري البدء فورا بالتصويت عليها لتهريبها بسرعة ""لان دخول الحمام مش زي خروجه"".  
#لبنان_ينتفض #مجلس_النواب","I think that the House session will be of historic hearings, as it did not get to pass the budget was general form in which it now gets. Has been reduced to the number of applicants speak only 5 deputies, Nabih Berri, and decided to start immediately to vote on it to smuggle them quickly, ""because entering the bathroom not like leaving.""
# # Cil_alnwab to Banan_antvd",think house session historic hearings get pass budget general form gets reduced number applicants speak deputies nabih berri decided start immediately vote smuggle quickly entering bathroom like leaving,think house session historic hearings get pass budget general form gets reduced number applicants speak deputies nabih berri decided start immediately vote smuggle quickly entering bathroom like leaving
103,CT20-AR-05,1221760426729443329,0,"أراد السوّار تطيير جلسة #مجلس_النوّاب المخصّصة لمناقشة موازنة ٢٠٢٠ كما فعلوا في جلسة مناقشة العفو العام ٢٠١٩، سابقاً تواطئ سعد وريّا معهم طيّر الجلسة، ظنّوا أنّهم انتصروا وباستطاعتهم تكرار الأمر، لا يا حبيبي، الحكومة تغيّرت، سعد طار وطارت معه ريّا
ومن النهارده #نحنا_الحكومة","Bracelets wanted to volatilize Session # devoted to the discussion of the budget 2020 Cil_alnwab as they did in the discussion of the general amnesty hearing in 2019, the former complicity Saad and Rhea with them a bird meeting, they thought they were victorious, and they can repeat it, not my darling, the government changed, Saad flew and flew with him Ria
It is today's deal # Nhna_aovernmh",bracelets wanted volatilize session devoted discussion budget discussion general amnesty hearing former complicity saad rhea bird meeting thought victorious repeat darling government changed saad flew flew ria today deal,bracelets wanted volatilize session devoted discussion budget discussion general amnesty hearing former complicity saad rhea bird meeting thought victorious repeat darling government changed saad flew flew ria today deal
104,CT20-AR-05,1221760954842697728,0,"#سليم_سعادة، السياسين ٤ انواع:

بياكل وبيطعمي
 بيطعمي ما بياكل
 بياكل وما بيطعمي
 ونوع ما بياكل و لا بيطعمي بس ساكت","# Slam_.e.h, 4 kinds of politicians:

Baakl and Bitama
 Bitama What Baakl
 Baakl and Bitama
 And what type of Baakl and not Bitama Bs Saket",kinds politicians baakl bitama bitama baakl baakl bitama type baakl bitama bs saket,kinds politicians baakl bitama bitama baakl baakl bitama type baakl bitama bs saket
105,CT20-AR-05,1221761248037085184,0,"عيونكم عالكرسي والكتائب عيونها عالوطن
#لبنان_ينتفض
#سامي_الجميّل https://t.co/2jeh1siXFS","Aalchrisa eyes and eyes battalions Aaloutn
# Of Banan_antvd
# Sama_aljamil https://t.co/2jeh1siXFS",aalchrisa eyes eyes battalions aaloutn,aalchrisa eyes eyes battalions aaloutn
106,CT20-AR-05,1221761628808544257,0,"النائب #سليم_سعاده يلي بقلبو على رأس لسانه..
كلام واقع وصريح ""حالتنا متل لي واقف بالوحل، وواقف عالمراية عم يفرشي سنانو""","MP # Slam_.e. follows Baklbo on top of his tongue ..
The words of reality and frank ""our case metal me standing in mud, and Vagif Aalmraiyh uncle Evrchi Snano""",mp follows baklbo top tongue words reality frank case metal standing mud vagif aalmraiyh uncle evrchi snano,mp follows baklbo top tongue words reality frank case metal standing mud vagif aalmraiyh uncle evrchi snano
107,CT20-AR-05,1221762506747715585,1,محاولات لمنع النواب من الوصول الى ساحة النجمة #لبنان_ينتفض https://t.co/U6wjIMXlOR,Attempts to prevent deputies from reaching the Star Square # of Banan_antvd https://t.co/U6wjIMXlOR,attempts prevent deputies reaching star square,attempts prevent deputies reaching star square
108,CT20-AR-05,1221762927100821504,0,"كمية البهدلة اللي عم يتعرضلها Saad Al Hariri من امام 
#مجلس_النواب ، اكتر ب كتير من البهدلة اللي اكلها Bassil","The amount Albhdlh Elly uncle Atardilha Saad Al Hariri in front of
# Cil_alnwab, Aktar b Kteer of Albhdlh Elly eaten Bassil",amount albhdlh elly uncle atardilha saad al hariri front aktar kteer albhdlh elly eaten bassil,amount albhdlh elly uncle atardilha saad al hariri front aktar kteer albhdlh elly eaten bassil
109,CT20-AR-05,1221763521530204161,1,وقت التصويت #مجلس_النواب بيقطع البث المباشر وبتصير القصة سرية.. وفهمكم كفاية! #عالمعس #لبنان_ينتفض,Time to vote # Cil_alnwab Baiqta live broadcast and Ptasir secret story .. and your understanding of the adequacy! # # Aalmas to Banan_antvd,time vote baiqta live broadcast ptasir secret story understanding adequacy aalmas,time vote baiqta live broadcast ptasir secret story understanding adequacy aalmas
110,CT20-AR-05,1221764012406452224,1,"عشنا وشفنا شباب وصبايا طريق الجديدة يلي انتخبوا سعد الحريري ""زي ما هي"" عم ياكلوا قتل رفضاً لإنعقاد الجلسة بوقت ممثليهم ونوابهم يلي انتخبوهم عم يأمنوا النصاب والغطاء السياسي لحكومة ٨ آذار وجماعة ""٧ أيار يوم مجيد"" بحضورهم هالجلسة غير الدستورية
#الشارع_بميل_والنواب_بميل
#مجلس_النواب","We lived and Vena boys and girls. The new road follows elected Saad Hariri, ""like what are"" uncle eat the killing of a rejection of the meeting in advance of their representatives and their deputies are elected them uncle achieve immunity quorum and political cover for the government March 8 group ""May 7, a glorious day"" with their presence Halcilh Unconstitutional
# Alstreet_bmil_walnwab_bmil
#Parliament",lived vena boys girls new road follows elected saad hariri like uncle eat killing rejection meeting advance representatives deputies elected uncle achieve immunity quorum political cover government march group may glorious day presence halcilh unconstitutional parliament,lived vena boys girls new road follows elected saad hariri like uncle eat killing rejection meeting advance representatives deputies elected uncle achieve immunity quorum political cover government march group may glorious day presence halcilh unconstitutional parliament
111,CT20-AR-05,1221764308423659521,0,"يلّي عم ينتقد الجدار والمربّع الأمني حول مجلس النواب...
.
يمكن لو ما بعض ""الثوار"" مشاغبين وزعران وهمجييم وأنصاف حيوانات... ما كانوا اضطروا يعملوا جدار أمني.

#مجلس_النواب #الموازنة #لبنان_ينتفض","Here's uncle criticizes the security fence around the box and the House of Representatives ...
.
What if some can be ""revolutionaries"" hooligans and thugs and H.am and half animals ... what they had a security wall work.

# # Budget # Cil_alnwab to Banan_antvd",uncle criticizes security fence around box house representatives revolutionaries hooligans thugs half animals security wall work budget,uncle criticizes security fence around box house representatives revolutionaries hooligans thugs half animals security wall work budget
112,CT20-AR-05,1221764928169762816,0,"يلي مش فهمان لبنان كيف راكب و ع شو راكب يسمع #سليم_سعاده لأن ابسط  واسلس من هيك تفسير ما في
#مجلس_النواب","Mesh follows Fahman Lebanon how passengers and G Shaw passenger hears # Slam_.e. because the simplest and smoothest heck of an explanation of what the
#Parliament",mesh follows fahman lebanon passengers shaw passenger hears simplest smoothest heck explanation parliament,mesh follows fahman lebanon passengers shaw passenger hears simplest smoothest heck explanation parliament
113,CT20-AR-05,1221766032056115201,1,"بحسب المعطيات الرئيس سعد الحريري كان ضد حضور جلسة اليوم لكن النائب بهية الحريري ولسبب مجهول ضغطت بشكل مُكثّف باتجاه المشاركة خاصة وأنّ عدم حضور كتلة المستقبل كان سيفقد الجلسة نصابها القانوني وبالتالي كانت ستسقُط

#مجلس_النواب","According to data Prime Minister Saad Hariri it was against the presence of today's meeting, but MP Bahia Hariri and for an unknown reason pressed intensely towards private participation and that the future not to attend the bloc will lose the session was legal quorum and were therefore fall

#Parliament",according data prime minister saad hariri presence today meeting mp bahia hariri unknown reason pressed intensely towards private participation future attend bloc lose session legal quorum therefore fall parliament,according data prime minister saad hariri presence today meeting mp bahia hariri unknown reason pressed intensely towards private participation future attend bloc lose session legal quorum therefore fall parliament
114,CT20-AR-05,1221766326441693184,0,"هالصحافي يلي كل شوي بقول للمتظاهرات والمتظاهرين ان الناس هي يلي انتخبت هالنواب يبدو ما سمع نبيه بري هو وعم يطلب من هالنواب انفسهم ما يغادروا المجلس لانو ممكن ما يقدروا يرجعوا.
#لبنان_ينتفض
#مجلس_النواب
#تسقط_الاوليغارشية","Halsahafa follows each Shui saying to the demonstrators and pretending that people are elected as follows Halnwab seems what Nabih Berri is heard and uncle asked to leave Halnwab themselves what the Council Llano possible so they could go back.
# Of Banan_antvd
#Parliament
# Tsagt_alaolagarchih",halsahafa follows shui saying demonstrators pretending people elected follows halnwab seems nabih berri heard uncle asked leave halnwab council llano possible could go back parliament,halsahafa follows shui saying demonstrators pretending people elected follows halnwab seems nabih berri heard uncle asked leave halnwab council llano possible could go back parliament
115,CT20-AR-05,1221766866982653952,0,"بصرف النظر عن الرأي بأداء أي محطة إعلامية، الاعتداء عليها نوع من البلطجة.  يلي بس شافو الـ""أو تي في"" وصاروا يهتفوا ""هيلا هيلا هو"" مع مسبّات، بشكّلوا إساءة للثورة ونفور منها. في ناس مطالبهم محقّة وهني الأمل الأخير بالوطن. يلي بسبّوا الإم ما تتوقّعوا منهم شي. #مجلس_النواب #الموازنة","Regardless of the opinion the performance of any media station, assaulted a kind of bullying. The following Bs Chavo ""or TV"" and became shout ""hey hey is"" with maledictions, Epeshkloa abuse of the revolution and alienated them. People in their demands right and Hennie last hope home. Here Bspoa what momma expect them Shi. # # Cil_alnwab budget",regardless opinion performance media station assaulted kind bullying following bs chavo tv became shout hey hey maledictions epeshkloa abuse revolution alienated people demands right hennie last hope home bspoa momma expect shi budget,regardless opinion performance media station assaulted kind bullying following bs chavo tv became shout hey hey maledictions epeshkloa abuse revolution alienated people demands right hennie last hope home bspoa momma expect shi budget
116,CT20-AR-05,1221767167651258371,0,"عا سيرة التبرع بالأعضاء فينا نتبرّع بكم عضو من اعضاء  #مجلس_النواب؟
#هيك_هيك_مقاطعين","Amos biography of organ donation in us donate you member of # Cil_alnwab?
# Hik_hik_mqataan",amos biography organ donation us donate member,amos biography organ donation us donate member
117,CT20-AR-05,1221767170214039552,1,"اقتصاديا موازنة فاشلة (حسب الخبراء)
شعبيا موازنة فاشلة (ومش القصد الناس الي مسكرين مداخل البرلمان فقط)
الناس قرفانة ونحنا عايشين بدولة المسؤولين فيها مفكرين انو عندن رفاهية الوقت والمجازفة بكل شي لإن ببساطة هني مش جوعانين هني مجوعين الناس
والمكتوب الجديد بيّن عنوانو
#لبنان_ينتفض","Economically unsuccessful budget (according to experts)
Popularly failed budget (mesh intent people to Mscrin entrances to parliament only)
People Qrfanh and Nehna Aychen state officials thinkers Llano Andn well-being of time and risk in everything simply because Honey Honey Mesh -during Mjuaan people
The new between Anoano and written
# Of Banan_antvd",economically unsuccessful budget according experts popularly failed budget mesh intent people mscrin entrances parliament people qrfanh nehna aychen state officials thinkers llano andn well time risk everything simply honey honey mesh mjuaan people new anoano written,economically unsuccessful budget according experts popularly failed budget mesh intent people mscrin entrances parliament people qrfanh nehna aychen state officials thinkers llano andn well time risk everything simply honey honey mesh mjuaan people new anoano written
118,CT20-AR-05,1221767235112513547,0,"لما المسؤول بكون بحب بلدو مش جيبتوا الخاصة 
#مجلس_النواب #لبنان_ينتفض https://t.co/V8DeW0m20z","When in charge of the fact that I love Baldo Mesh Jeptua own
# # Cil_alnwab to Banan_antvd https://t.co/V8DeW0m20z",charge fact love baldo mesh jeptua,charge fact love baldo mesh jeptua
119,CT20-AR-05,1221768941435006978,0,"في شي كتلة ما انتقدت الموازنة؟

شوفوا كيف رح يطلعوا مصوتين عليها

هيدي بالذات طريقة ادارة البلد وكمية النفاق من ٣ عقود ولليوم

#لبنان_ينتفض","Shi criticized what block the budget?

Hovoa How Rah seen by voters

Hedy in particular the way the country administration and the amount of hypocrisy 3 decades and day

# Of Banan_antvd",shi criticized block budget hovoa rah seen voters hedy particular way country administration amount hypocrisy decades day,shi criticized block budget hovoa rah seen voters hedy particular way country administration amount hypocrisy decades day
120,CT20-AR-05,1221768992181956609,0,"النسوان لي عم يعتصموا هول محسوبين علينا او عالتانيين؟؟ 

يا عمي ليش التشليف والصريخ والله عيب

#لبنان_ينتفض ع مين؟","Niswan Lee's uncle Iatsamua Hall affiliated with us or Aaltanien ??

My uncle Lech Althleyv and screaming God defect

# Of Banan_antvd p Maine?",niswan lee uncle iatsamua hall affiliated us aaltanien uncle lech althleyv screaming god defect maine,niswan lee uncle iatsamua hall affiliated us aaltanien uncle lech althleyv screaming god defect maine
121,CT20-AR-05,1221769511675867143,0,"هيدا الشب زعيمي 
تفه عليكن
#مجلس_النواب https://t.co/UDln6gXj1Q","Hedda alum leaders
You just have an understanding
# Cil_alnwab https://t.co/UDln6gXj1Q",hedda alum leaders understanding,hedda alum leaders understanding
122,CT20-AR-05,1221769775975686144,1,"قوى مكافحة الشغب تعتدي بوحشيّة على المتظاهرين الفارين و آخر همهم ممتلكات العالم. علمًا انه انا صافف السيارة بعيدًا عن مكان التجمعات.

#لبنان_ينتفض https://t.co/1jwTqSbfVM","Anti-riot forces brutally attacking the fleeing and other demonstrators spluttered the world's property. Note that I am Safv car away from the place of gatherings.

# Of Banan_antvd https://t.co/1jwTqSbfVM",anti riot forces brutally attacking fleeing demonstrators spluttered world property note safv car away place gatherings,anti riot forces brutally attacking fleeing demonstrators spluttered world property note safv car away place gatherings
